id;fullpath;published;dcTitle;dcDescription;from;to;datetext;Luogo rappresentazione;Enti collegati;Persone collegate;Recite collegate;Opere musicali collegate;luogo_rappresentazione;luogo_rappresentazione_id;edificio_rappresentazione;edificio_rappresentazione_id;enti_collegati_clean;enti_collegati_id;enti_collegati_ruolo;persone_collegate_clean;persone_collegate_id;persone_collegate_ruolo;recite_collegate_clean;recite_collegate_id;opere_collegate_clean;opere_collegate_id;enti_collegati;persone_collegate;recite_collegate;opere_collegate
54306;/Produzioni/1986 Medea (54306);1.0;Medea;Comunita Teatrale , (EN-);1986-11-25;1986-11-25;1986;"[
    {
        'Id': 187,
        'nome': 'Reggio Emilia',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9415,
        'nome': 'Teatro Ariosto',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29755,
        'Nome': 'Comunità Teatrale Italiana',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 11532,
        'Nome': 'Annecchino, Arturo',
        'Ruolo': ''
    },
    {
        'Identificativo': 11782,
        'Nome': 'Sepe, Giancarlo',
        'Ruolo': ''
    },
    {
        'Identificativo': 10689,
        'Nome': 'Tommasi, Paolo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58331,
        'Nome': 'Medea',
        'Ruolo': ''
    },
    {
        'Identificativo': 58332,
        'Nome': 'Medea',
        'Ruolo': ''
    },
    {
        'Identificativo': 58333,
        'Nome': 'Medea',
        'Ruolo': ''
    },
    {
        'Identificativo': 58334,
        'Nome': 'Medea',
        'Ruolo': ''
    }
]";[];Reggio Emilia;187;Teatro Ariosto;9415;;29755;produzione;;11532, 11782, 10689;, , ;;58331, 58332, 58333, 58334;;;Comunità Teatrale Italiana;Arturo Annecchino, Giancarlo Sepe, Paolo Tommasi;Medea, Medea, Medea, Medea;
54307;/Produzioni/1986 Volpone (54307);1.0;Volpone;Compagnia del Teatro Eliseo , (EN-);1986-10-11;1986-10-11;1986;"[
    {
        'Id': 166,
        'nome': 'Novara',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29669,
        'Nome': 'Compagnia di prosa del Teatro Eliseo',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 12067,
        'Nome': 'Carnini, Giorgio',
        'Ruolo': ''
    },
    {
        'Identificativo': 14350,
        'Nome': 'Lunari, Luigi',
        'Ruolo': ''
    },
    {
        'Identificativo': 10283,
        'Nome': 'Lavia, Gabriele',
        'Ruolo': ''
    },
    {
        'Identificativo': 10689,
        'Nome': 'Tommasi, Paolo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58335,
        'Nome': 'Volpone',
        'Ruolo': ''
    },
    {
        'Identificativo': 58336,
        'Nome': 'Volpone',
        'Ruolo': ''
    },
    {
        'Identificativo': 58337,
        'Nome': 'Volpone',
        'Ruolo': ''
    },
    {
        'Identificativo': 58338,
        'Nome': 'Volpone',
        'Ruolo': ''
    }
]";[];Novara;166;;;;29669;produzione;;12067, 14350, 10283, 10689;, , , ;;58335, 58336, 58337, 58338;;;Compagnia di prosa del Teatro Eliseo;Giorgio Carnini, Luigi Lunari, Gabriele Lavia, Paolo Tommasi;Volpone, Volpone, Volpone, Volpone;
54308;/Produzioni/1986 Filumena Marturano (54308);1.0;Filumena Marturano;;1986-09-07;1986-09-07;1986;"[
    {
        'Id': 4331,
        'nome': 'Jesi',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29667,
        'Nome': 'Teatro e Società S.r.l.',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 11317,
        'Nome': 'Marcucci, Egisto',
        'Ruolo': ''
    },
    {
        'Identificativo': 11202,
        'Nome': 'Bertacca, Uberto',
        'Ruolo': ''
    },
    {
        'Identificativo': 11754,
        'Nome': 'Coli, Bruno',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58339,
        'Nome': 'Filumena Marturano',
        'Ruolo': ''
    },
    {
        'Identificativo': 58340,
        'Nome': 'Filumena Marturano',
        'Ruolo': ''
    },
    {
        'Identificativo': 58341,
        'Nome': 'Filumena Marturano',
        'Ruolo': ''
    },
    {
        'Identificativo': 58342,
        'Nome': 'Filumena Marturano',
        'Ruolo': ''
    }
]";[];Jesi;4331;;;;29667;produzione;;11317, 11202, 11754;, , ;;58339, 58340, 58341, 58342;;;Teatro e Società S.r.l.;Egisto Marcucci, Uberto Bertacca, Bruno Coli;Filumena Marturano, Filumena Marturano, Filumena Marturano, Filumena Marturano;
54309;/Produzioni/1986 Giulio Cesare (54309);1.0;Giulio Cesare;;1986-07-18;1986-07-18;1986;"[
    {
        'Id': 8144,
        'nome': 'Verona',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9178,
        'nome': 'Teatro Romano',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29671,
        'Nome': 'Ater/Emilia Romagna Teatro',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 29998,
        'Nome': 'Estate teatrale veronese',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 11877,
        'Nome': 'Terni, Paolo',
        'Ruolo': ''
    },
    {
        'Identificativo': 14363,
        'Nome': 'Rufini, Sergio',
        'Ruolo': ''
    },
    {
        'Identificativo': 14375,
        'Nome': 'Zanussi, Krzysztof',
        'Ruolo': ''
    },
    {
        'Identificativo': 14377,
        'Nome': 'Idziak, Slawomir',
        'Ruolo': ''
    },
    {
        'Identificativo': 14376,
        'Nome': 'Starowieyska, Eva',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58347,
        'Nome': 'Giulio Cesare',
        'Ruolo': ''
    },
    {
        'Identificativo': 58348,
        'Nome': 'Giulio Cesare',
        'Ruolo': ''
    },
    {
        'Identificativo': 58349,
        'Nome': 'Giulio Cesare',
        'Ruolo': ''
    },
    {
        'Identificativo': 58350,
        'Nome': 'Giulio Cesare',
        'Ruolo': ''
    }
]";[];Verona;8144;Teatro Romano;9178;;29671, 29998;produzione, produzione;;11877, 14363, 14375, 14377, 14376;, , , , ;;58347, 58348, 58349, 58350;;;Ater/Emilia Romagna Teatro, Estate teatrale veronese;Paolo Terni, Sergio Rufini, Krzysztof Zanussi, Slawomir Idziak, Eva Starowieyska;Giulio Cesare, Giulio Cesare, Giulio Cesare, Giulio Cesare;
54310;/Produzioni/1987 Intermezzo (54310);1.0;Intermezzo;;1987-01-09;1987-01-09;1987;"[
    {
        'Id': 157,
        'nome': 'Mantova',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9188,
        'nome': 'Teatro Sociale',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29788,
        'Nome': 'Piccolo Teatro di Milano/Teatro d'Europa',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14379,
        'Nome': 'Radice, Raul',
        'Ruolo': ''
    },
    {
        'Identificativo': 31672,
        'Nome': 'Battistoni, Carlo',
        'Ruolo': ''
    },
    {
        'Identificativo': 11269,
        'Nome': 'Spinatelli, Luisa',
        'Ruolo': ''
    },
    {
        'Identificativo': 14108,
        'Nome': 'Flach, Marise',
        'Ruolo': ''
    },
    {
        'Identificativo': 11270,
        'Nome': 'Carpi, Fiorenzo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58351,
        'Nome': 'Intermezzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 58352,
        'Nome': 'Intermezzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 58353,
        'Nome': 'Intermezzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 58354,
        'Nome': 'Intermezzo',
        'Ruolo': ''
    }
]";[];Mantova;157;Teatro Sociale;9188;;29788;produzione;;14379, 31672, 11269, 14108, 11270;, , , , ;;58351, 58352, 58353, 58354;;;Piccolo Teatro di Milano/Teatro d'Europa;Raul Radice, Carlo Battistoni, Luisa Spinatelli, Marise Flach, Fiorenzo Carpi;Intermezzo, Intermezzo, Intermezzo, Intermezzo;
54311;/Produzioni/1986 Circuit 17 (54311);1.0;Circuit 17;;1986-03-12;1986-03-12;1986;"[
    {
        'Id': 8332,
        'nome': 'Groningen',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29951,
        'Nome': 'Dansproduktie',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14394,
        'Nome': 'Mulder, Gert Jan',
        'Ruolo': ''
    },
    {
        'Identificativo': 13820,
        'Nome': 'Dekker, Keso',
        'Ruolo': ''
    },
    {
        'Identificativo': 14395,
        'Nome': 'Stel, Albert Jan van der',
        'Ruolo': ''
    },
    {
        'Identificativo': 14393,
        'Nome': 'Schuring, Ad',
        'Ruolo': ''
    },
    {
        'Identificativo': 14396,
        'Nome': 'Velden, Jan van',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58355,
        'Nome': 'Dansproduktie.\r\nCircuit 17',
        'Ruolo': ''
    }
]";[];Groningen;8332;;;;29951;produzione;;14394, 13820, 14395, 14393, 14396;, , , , ;;58355;;;Dansproduktie;Gert Jan Mulder, Keso Dekker, Albert Jan van der Stel, Ad Schuring, Jan van Velden;"Dansproduktie.
Circuit 17";
54312;/Produzioni/1983 Square Dance (54312);1.0;Square Dance;Mime-Studio Haarlem , (EN-);1983-01-01;1983-01-01;1983;"[
    {
        'Id': 8333,
        'nome': 'Haarlem',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29952,
        'Nome': 'Mime-Studio Haarlem',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14403,
        'Nome': 'Diederik, Albert',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58356,
        'Nome': 'Mime-Studio Haarlem',
        'Ruolo': ''
    }
]";[];Haarlem;8333;;;;29952;produzione;;14403;;;58356;;;Mime-Studio Haarlem;Albert Diederik;Mime-Studio Haarlem;
54313;/Produzioni/1986 Charming Didi (54313);1.0;Charming Didi;;1986-01-01;1986-01-31;1986;[];[];"[
    {
        'Identificativo': 14405,
        'Nome': 'De Vrees, Paul',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58357,
        'Nome': 'Angela Linssen performance',
        'Ruolo': ''
    }
]";[];;;;;;;;;14405;;;58357;;;;Paul De Vrees;Angela Linssen performance;
54314;/Produzioni/1985 Bourrasque (54314);1.0;Bourrasque;;1985-12-26;1985-12-26;1985;"[
    {
        'Id': 8288,
        'nome': 'Arnhem',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9085,
        'nome': 'Teatro di Arnhem',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29953,
        'Nome': 'Introdans',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 13820,
        'Nome': 'Dekker, Keso',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58358,
        'Nome': 'Introdans',
        'Ruolo': ''
    }
]";[];Arnhem;8288;Teatro di Arnhem;9085;;29953;produzione;;13820;;;58358;;;Introdans;Keso Dekker;Introdans;
54315;/Produzioni/1985 Simple Manoeuvres (54315);1.0;Simple Manoeuvres;Introdans , (EN-);1985-12-26;1985-12-26;1985;"[
    {
        'Id': 8288,
        'nome': 'Arnhem',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9085,
        'nome': 'Teatro di Arnhem',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29953,
        'Nome': 'Introdans',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14408,
        'Nome': 'Raad, Heidi de',
        'Ruolo': ''
    },
    {
        'Identificativo': 14406,
        'Nome': 'Wubbe, Ed',
        'Ruolo': ''
    },
    {
        'Identificativo': 14407,
        'Nome': 'Geest, Henk van der',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58358,
        'Nome': 'Introdans',
        'Ruolo': ''
    }
]";[];Arnhem;8288;Teatro di Arnhem;9085;;29953;produzione;;14408, 14406, 14407;, , ;;58358;;;Introdans;Heidi de Raad, Ed Wubbe, Henk van der Geest;Introdans;
54316;/Produzioni/1986 White Streams (54316);1.0;White Streams;Introdans , (EN-);1986-05-15;1986-05-15;1986;"[
    {
        'Id': 8288,
        'nome': 'Arnhem',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9085,
        'nome': 'Teatro di Arnhem',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29953,
        'Nome': 'Introdans',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14408,
        'Nome': 'Raad, Heidi de',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58358,
        'Nome': 'Introdans',
        'Ruolo': ''
    }
]";[];Arnhem;8288;Teatro di Arnhem;9085;;29953;produzione;;14408;;;58358;;;Introdans;Heidi de Raad;Introdans;
54317;/Produzioni/1986 Nadat (54317);1.0;Nadat;Introdans , (EN-);1986-02-14;1986-02-14;1986;"[
    {
        'Id': 8319,
        'nome': 'Doetinchem',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8639,
        'nome': 'Teatro Amphion',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29953,
        'Nome': 'Introdans',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14408,
        'Nome': 'Raad, Heidi de',
        'Ruolo': ''
    },
    {
        'Identificativo': 14409,
        'Nome': 'Boven, Hans',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58358,
        'Nome': 'Introdans',
        'Ruolo': ''
    }
]";[];Doetinchem;8319;Teatro Amphion;8639;;29953;produzione;;14408, 14409;, ;;58358;;;Introdans;Heidi de Raad, Hans Boven;Introdans;
54318;/Produzioni/Pub (54318);1.0;Pub;Balletto di Toscana , (EN-), Regione Toscana - Centro Regionale per la Danza , (EN-);;;;[];"[
    {
        'Identificativo': 29546,
        'Nome': 'Balletto di Toscana',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 29846,
        'Nome': 'Regione Toscana',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14415,
        'Nome': 'Tjebbe, Jeankees',
        'Ruolo': ''
    },
    {
        'Identificativo': 13820,
        'Nome': 'Dekker, Keso',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58359,
        'Nome': 'Balletto di Toscana. \r\nTulipani',
        'Ruolo': ''
    }
]";[];;;;;;29546, 29846;produzione, produzione;;14415, 13820;, ;;58359;;;Balletto di Toscana, Regione Toscana;Jeankees Tjebbe, Keso Dekker;"Balletto di Toscana. 
Tulipani";
54319;/Produzioni/Overnight (54319);1.0;Overnight;Balletto di Toscana , (EN-), Regione Toscana - Centro Regionale per la Danza , (EN-);;;;[];"[
    {
        'Identificativo': 29546,
        'Nome': 'Balletto di Toscana',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 29846,
        'Nome': 'Regione Toscana',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14406,
        'Nome': 'Wubbe, Ed',
        'Ruolo': ''
    },
    {
        'Identificativo': 14415,
        'Nome': 'Tjebbe, Jeankees',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58359,
        'Nome': 'Balletto di Toscana. \r\nTulipani',
        'Ruolo': ''
    }
]";[];;;;;;29546, 29846;produzione, produzione;;14406, 14415;, ;;58359;;;Balletto di Toscana, Regione Toscana;Ed Wubbe, Jeankees Tjebbe;"Balletto di Toscana. 
Tulipani";
54320;/Produzioni/1986 Anima di porcellana (54320);1.0;Anima di porcellana;"<p>&nbsp;</p>

<p>&nbsp;</p>
";1986-01-01;1986-01-31;1986;[];"[
    {
        'Identificativo': 29546,
        'Nome': 'Balletto di Toscana',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 29846,
        'Nome': 'Regione Toscana',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 13888,
        'Nome': 'Rinciari, Santi',
        'Ruolo': ''
    },
    {
        'Identificativo': 13310,
        'Nome': 'Baroni, Lucilla',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58359,
        'Nome': 'Balletto di Toscana. \r\nTulipani',
        'Ruolo': ''
    }
]";[];;;;;;29546, 29846;produzione, produzione;;13888, 13310;, ;;58359;;;Balletto di Toscana, Regione Toscana;Santi Rinciari, Lucilla Baroni;"Balletto di Toscana. 
Tulipani";
54321;/Produzioni/1979 Ursprung (54321);1.0;Ursprung;Scottish Ballet The, (EN-);1979-03-07;1979-03-07;1979;"[
    {
        'Id': 8329,
        'nome': 'Glasgow',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8795,
        'nome': 'Theatre Royal',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29954,
        'Nome': 'Scottish Ballet',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 14439,
        'Nome': 'Hersey, David',
        'Ruolo': ''
    },
    {
        'Identificativo': 14433,
        'Nome': 'Bowers, Graham',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58366,
        'Nome': 'The Scottish Ballet',
        'Ruolo': ''
    }
]";[];Glasgow;8329;Theatre Royal;8795;;29954;produzione;;14439, 14433;, ;;58366;;;Scottish Ballet;David Hersey, Graham Bowers;The Scottish Ballet;
54322;/Produzioni/1985 Remembered Dances (54322);1.0;Remembered Dances;Scottish Ballet The, (EN-);1985-04-02;1985-04-02;1985;"[
    {
        'Id': 8329,
        'nome': 'Glasgow',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8795,
        'nome': 'Theatre Royal',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29954,
        'Nome': 'Scottish Ballet',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 13360,
        'Nome': 'Nobbe, Walter',
        'Ruolo': ''
    },
    {
        'Identificativo': 13986,
        'Nome': 'Read, John B.',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58366,
        'Nome': 'The Scottish Ballet',
        'Ruolo': ''
    }
]";[];Glasgow;8329;Theatre Royal;8795;;29954;produzione;;13360, 13986;, ;;58366;;;Scottish Ballet;Walter Nobbe, John B. Read;The Scottish Ballet;
54323;/Produzioni/1974 Vespri (54323);1.0;Vespri;;1974-01-01;1974-12-31;1974;[];[];"[
    {
        'Identificativo': 14440,
        'Nome': 'Searle, Peter',
        'Ruolo': ''
    },
    {
        'Identificativo': 14437,
        'Nome': 'McDowell, Norman',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58366,
        'Nome': 'The Scottish Ballet',
        'Ruolo': ''
    }
]";[];;;;;;;;;14440, 14437;, ;;58366;;;;Peter Searle, Norman McDowell;The Scottish Ballet;
54324;/Produzioni/1987 I cinque sensi (54324);1.0;I cinque sensi;;1987-01-05;1987-01-05;1987;"[
    {
        'Id': 203,
        'nome': 'Trento',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9028,
        'nome': 'Teatro Auditorium',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 31884,
        'Nome': 'La Contemporanea 83',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 10160,
        'Nome': 'Squarzina, Luigi',
        'Ruolo': ''
    },
    {
        'Identificativo': 14448,
        'Nome': 'Padovani, Gianfranco',
        'Ruolo': ''
    },
    {
        'Identificativo': 13063,
        'Nome': 'D'Amico, Matteo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 58367,
        'Nome': 'I cinque sensi',
        'Ruolo': ''
    },
    {
        'Identificativo': 58368,
        'Nome': 'I cinque sensi',
        'Ruolo': ''
    },
    {
        'Identificativo': 58369,
        'Nome': 'I cinque sensi',
        'Ruolo': ''
    },
    {
        'Identificativo': 58370,
        'Nome': 'I cinque sensi',
        'Ruolo': ''
    }
]";[];Trento;203;Teatro Auditorium;9028;;31884;produzione;;10160, 14448, 13063;, , ;;58367, 58368, 58369, 58370;;;La Contemporanea 83;Luigi Squarzina, Gianfranco Padovani, Matteo D'Amico;I cinque sensi, I cinque sensi, I cinque sensi, I cinque sensi;
